country,country_code,date,download_kbps,upload_kbps,total_tests,distance_miles
New Zealand,NZ,5/8/2014,18696.4,7902.01,190740,64.9357
New Zealand,NZ,5/9/2014,18582.2,7766.71,189872,64.6554
New Zealand,NZ,5/10/2014,18479.5,7652.29,187832,64.4673
New Zealand,NZ,5/11/2014,18582.3,7764.3,188113,64.3329
New Zealand,NZ,5/12/2014,18707.2,7880.82,190351,64.2509
New Zealand,NZ,5/13/2014,18733.5,7876.24,190872,64.1039
New Zealand,NZ,5/14/2014,18801.3,7897.59,190965,64.1968
New Zealand,NZ,5/15/2014,18862,7946.06,191267,64.3993
New Zealand,NZ,5/16/2014,18834.8,7876.27,189750,64.523
New Zealand,NZ,5/17/2014,18897.2,7904.49,187686,64.3517
New Zealand,NZ,5/18/2014,19028.9,8033.35,189530,64.4246
New Zealand,NZ,5/19/2014,19175.9,8151.74,192416,64.5421
New Zealand,NZ,5/20/2014,19324.6,8270.75,194977,64.7681
New Zealand,NZ,5/21/2014,19382.7,8390.5,197376,64.4718
New Zealand,NZ,5/22/2014,19463.4,8439.75,198023,64.5742
New Zealand,NZ,5/23/2014,19436.7,8380.14,197798,64.5022
New Zealand,NZ,5/24/2014,19441.5,8391.24,197622,64.3787
New Zealand,NZ,5/25/2014,19592,8537.36,199045,64.3792
New Zealand,NZ,5/26/2014,19744.2,8681.16,200811,64.4773
New Zealand,NZ,5/27/2014,19861,8761.24,200120,64.4137
New Zealand,NZ,5/28/2014,19983.7,8851.44,199618,64.2287
New Zealand,NZ,5/29/2014,20052.3,8880.54,200546,63.918
New Zealand,NZ,5/30/2014,20019.9,8828.59,199715,63.5602
New Zealand,NZ,5/31/2014,19979.7,8793.42,198464,63.3473
New Zealand,NZ,6/1/2014,19921.2,8775.04,199162,63.187
New Zealand,NZ,6/2/2014,19983.3,8868.53,201250,63.1136
New Zealand,NZ,6/3/2014,19967.9,8839.96,201746,63.0427
New Zealand,NZ,6/4/2014,19962.8,8819.89,202189,62.8684
New Zealand,NZ,6/5/2014,19975.7,8806.44,202812,62.6084
New Zealand,NZ,6/6/2014,19916.9,8686.92,202162,62.3925
New Zealand,NZ,6/7/2014,19770,8552.3,201123,62.1677
New Zealand,NZ,6/8/2014,19841.4,8639.46,202940,62.2673
New Zealand,NZ,6/9/2014,19902.2,8713.11,205911,62.1702
New Zealand,NZ,6/10/2014,19952.3,8757.61,207220,62.1029
New Zealand,NZ,6/11/2014,19991.5,8785.3,208061,62.0487
New Zealand,NZ,6/12/2014,20004.8,8788.61,208105,61.6552
New Zealand,NZ,6/13/2014,19866.3,8648.77,207813,61.0118
New Zealand,NZ,6/14/2014,19745.7,8505.85,206247,60.3577
New Zealand,NZ,6/15/2014,19798.9,8579.01,208003,59.9146
New Zealand,NZ,6/16/2014,19863.1,8646.3,211202,59.3722
New Zealand,NZ,6/17/2014,19850.4,8618.94,211999,58.6838
New Zealand,NZ,6/18/2014,19845.6,8627.14,212061,57.9757
New Zealand,NZ,6/19/2014,19852.4,8643.08,212237,57.2744
New Zealand,NZ,6/20/2014,19836.8,8512.91,209370,56.9777
New Zealand,NZ,6/21/2014,19739.9,8416.09,207913,56.2303
New Zealand,NZ,6/22/2014,19836.7,8503.5,208513,55.6409
New Zealand,NZ,6/23/2014,19999.3,8657.54,211145,55.2063
New Zealand,NZ,6/24/2014,20038.4,8662.22,213040,54.5605
New Zealand,NZ,6/25/2014,20016,8625.07,213618,53.9912
New Zealand,NZ,6/26/2014,20009.2,8608.03,213704,53.477
New Zealand,NZ,6/27/2014,19876,8460.23,213065,52.8287
New Zealand,NZ,6/28/2014,19748.4,8352.05,210550,52.3378
New Zealand,NZ,6/29/2014,19810.2,8427.09,211060,51.912
New Zealand,NZ,6/30/2014,19916.1,8528.21,213224,51.5142
New Zealand,NZ,7/1/2014,20072.3,8640.98,214413,51.0479
New Zealand,NZ,7/2/2014,20112.8,8647.27,214373,50.6942
New Zealand,NZ,7/3/2014,20164.3,8666.65,214154,50.1559
New Zealand,NZ,7/4/2014,20084.7,8567.29,212413,49.6749
New Zealand,NZ,7/5/2014,19978.1,8451.04,209764,49.1519
New Zealand,NZ,7/6/2014,20030.6,8523.33,210897,48.7996
New Zealand,NZ,7/7/2014,20160.1,8603.83,213667,48.3997
New Zealand,NZ,7/8/2014,20213.9,8610.67,213697,47.7304
New Zealand,NZ,7/9/2014,20252.9,8626.5,212696,47.2254
New Zealand,NZ,7/10/2014,20224,8564.19,211888,46.6487
New Zealand,NZ,7/11/2014,20098.1,8437.72,210397,45.982
New Zealand,NZ,7/12/2014,19979,8324.03,208170,45.7368
New Zealand,NZ,7/13/2014,20025.5,8399.93,208356,45.5751
New Zealand,NZ,7/14/2014,20118.2,8491.42,210120,45.5579
New Zealand,NZ,7/15/2014,20161.9,8513.28,209900,45.383
New Zealand,NZ,7/16/2014,20177.2,8523.17,208848,45.1922
New Zealand,NZ,7/17/2014,20216.1,8515.98,207492,45.1698
New Zealand,NZ,7/18/2014,20149.1,8414.54,206237,45.0325
New Zealand,NZ,7/19/2014,20057.8,8296.83,203524,44.8953
New Zealand,NZ,7/20/2014,20139.2,8405.24,203516,44.9427
New Zealand,NZ,7/21/2014,20270.4,8542.14,204569,45.1431
New Zealand,NZ,7/22/2014,20337.9,8630.89,204410,45.2362
New Zealand,NZ,7/23/2014,20337.4,8629.36,202926,45.0985
New Zealand,NZ,7/24/2014,20363.7,8671.14,201502,45.1865
New Zealand,NZ,7/25/2014,20307.1,8602.46,200185,45.045
New Zealand,NZ,7/26/2014,20187,8492.58,198313,44.8664
New Zealand,NZ,7/27/2014,20340.3,8660.97,198285,45.0807
New Zealand,NZ,7/28/2014,20513.6,8800.3,199847,45.3334
New Zealand,NZ,7/29/2014,20602.9,8863.17,199585,45.4753
New Zealand,NZ,7/30/2014,20656.1,8903.66,198748,45.4246
New Zealand,NZ,7/31/2014,20699.5,8968.41,198211,45.4369
New Zealand,NZ,8/1/2014,20574.2,8853.75,197528,46.0664
New Zealand,NZ,8/2/2014,20400.9,8709.79,195841,45.9029
New Zealand,NZ,8/3/2014,20514.2,8835.95,195890,45.9591
New Zealand,NZ,8/4/2014,20654.2,8973.53,197895,46.0215
New Zealand,NZ,8/5/2014,20748.1,9058.6,196868,46.0711
New Zealand,NZ,8/6/2014,20824,9166.18,194952,46.0643
New Zealand,NZ,8/7/2014,20910.7,9241.37,194553,46.2094
New Zealand,NZ,8/8/2014,20845.2,9138.08,193952,46.0751
New Zealand,NZ,8/9/2014,20772.1,9082.12,192284,45.9613
New Zealand,NZ,8/10/2014,20958,9256.62,192144,46.155
New Zealand,NZ,8/11/2014,21086.5,9386.06,193885,46.1566
New Zealand,NZ,8/12/2014,21178.2,9447.05,193850,46.2451
New Zealand,NZ,8/13/2014,21268.1,9504.61,194144,46.2195
New Zealand,NZ,8/14/2014,21307.5,9541.91,194531,46.2096
New Zealand,NZ,8/15/2014,21290.2,9490.34,193515,45.9766
New Zealand,NZ,8/16/2014,21182.5,9420.31,192542,45.848
New Zealand,NZ,8/17/2014,21328.3,9570.49,192770,45.8949
New Zealand,NZ,8/18/2014,21465,9709.66,194666,45.9235
New Zealand,NZ,8/19/2014,21514.6,9740.78,194976,45.874
New Zealand,NZ,8/20/2014,21570.7,9764.87,195022,45.7686
New Zealand,NZ,8/21/2014,21577.8,9724.7,194854,45.7166
New Zealand,NZ,8/22/2014,21472.9,9587.59,194169,45.6167
New Zealand,NZ,8/23/2014,21317.6,9414.21,192969,45.403
New Zealand,NZ,8/24/2014,21433.8,9517.52,193334,45.3739
New Zealand,NZ,8/25/2014,21591.1,9643.62,195468,45.3794
New Zealand,NZ,8/26/2014,21622.3,9645.17,196845,45.2618
New Zealand,NZ,8/27/2014,21644.4,9682.87,197032,45.1664
New Zealand,NZ,8/28/2014,21604.7,9658.35,197474,45.0602
New Zealand,NZ,8/29/2014,21436.3,9487.46,197322,44.8818
New Zealand,NZ,8/30/2014,21283.6,9323.33,195945,44.7136
New Zealand,NZ,8/31/2014,21428.9,9470.55,196164,44.6996
New Zealand,NZ,9/1/2014,21582.1,9615.89,198327,44.738
New Zealand,NZ,9/2/2014,21596.2,9634.06,199209,44.6021
New Zealand,NZ,9/3/2014,21589.9,9623.84,199714,44.4951
New Zealand,NZ,9/4/2014,21575.6,9612.71,200571,44.3519
New Zealand,NZ,9/5/2014,21325.9,9330.11,205562,43.6867
New Zealand,NZ,9/6/2014,21139,9147.72,204899,43.2163
New Zealand,NZ,9/7/2014,21246.5,9294.31,205674,43.2431
New Zealand,NZ,9/8/2014,21390.3,9422.03,208764,43.1228
New Zealand,NZ,9/9/2014,21366.9,9401.61,210630,43.0476
New Zealand,NZ,9/10/2014,21422.1,9442.09,211158,43.0199
New Zealand,NZ,9/11/2014,21504.8,9480.11,211960,42.9634
New Zealand,NZ,9/12/2014,21394.6,9333.19,212115,42.6367
New Zealand,NZ,9/13/2014,21277.9,9213.28,210686,42.3995
New Zealand,NZ,9/14/2014,21358.7,9288.43,211587,42.5264
New Zealand,NZ,9/15/2014,21481.1,9390.93,213606,42.5813
New Zealand,NZ,9/16/2014,21488.9,9385.13,214518,42.5751
New Zealand,NZ,9/17/2014,21561.3,9439.53,215386,42.5906
New Zealand,NZ,9/18/2014,21556,9418.79,216461,42.5835
New Zealand,NZ,9/19/2014,21423.1,9292.7,216344,42.4473
New Zealand,NZ,9/20/2014,21288.1,9167.87,214702,42.2692
New Zealand,NZ,9/21/2014,21349.5,9265.59,215940,42.3795
New Zealand,NZ,9/22/2014,21470.8,9382.21,217678,42.4079
New Zealand,NZ,9/23/2014,21443.1,9366.3,218807,42.4298
New Zealand,NZ,9/24/2014,21490.5,9432.44,219104,42.6
New Zealand,NZ,9/25/2014,21482.3,9430.06,218797,42.6255
New Zealand,NZ,9/26/2014,21374.7,9306.95,217219,42.5126
New Zealand,NZ,9/27/2014,21282.2,9193.21,216266,42.4119
New Zealand,NZ,9/28/2014,21333.2,9263.32,217396,42.4757
New Zealand,NZ,9/29/2014,21457.8,9364.59,219391,42.636
New Zealand,NZ,9/30/2014,21448.2,9319.1,219834,42.7532
New Zealand,NZ,10/1/2014,21453.3,9294.04,219440,42.8533
New Zealand,NZ,10/2/2014,21455.9,9241.5,219995,43.0184
Sweden,SE,1/1/2008,10373.1,3408.6,44351,204.06
Sweden,SE,1/2/2008,10433.3,3433.41,44796,206.144
Sweden,SE,1/3/2008,10471,3436.38,45118,207.468
Sweden,SE,1/4/2008,10433.7,3423.98,45614,208.795
Sweden,SE,1/5/2008,10392.6,3395.73,45969,210.397
Sweden,SE,1/6/2008,10335,3350.51,46313,212.1
Sweden,SE,1/7/2008,10366.1,3380.57,46536,213.889
Sweden,SE,1/8/2008,10374.6,3385.95,46649,215.06
Sweden,SE,1/9/2008,10335.2,3376.14,46947,216.771
Sweden,SE,1/10/2008,10317.1,3373.37,47155,217.65
Sweden,SE,1/11/2008,10315.9,3376.53,47496,217.367
Sweden,SE,1/12/2008,10290.2,3385.92,47796,217.09
Sweden,SE,1/13/2008,10236.1,3380.51,48292,216.787
Sweden,SE,1/14/2008,10271,3399.55,48651,216.431
Sweden,SE,1/15/2008,10335,3438.31,49013,216.38
Sweden,SE,1/16/2008,10339.6,3473.6,49633,216.488
Sweden,SE,1/17/2008,10387.2,3499.41,49991,216.22
Sweden,SE,1/18/2008,10379.4,3508.1,50176,216.316
Sweden,SE,1/19/2008,10350.3,3507.57,50572,216.531
Sweden,SE,1/20/2008,10322.6,3497.29,50971,216.398
Sweden,SE,1/21/2008,10343.1,3510.95,51332,216.892
Sweden,SE,1/22/2008,10297.8,3548.87,49930,217.351
Sweden,SE,1/23/2008,10244.4,3550.17,49114,217.1
Sweden,SE,1/24/2008,10180.1,3553.96,47951,217.2
Sweden,SE,1/25/2008,10149,3594.26,47035,217.27
Sweden,SE,1/26/2008,10003.9,3547.63,46343,216.691
Sweden,SE,1/27/2008,9938.35,3540.05,46206,216.953
Sweden,SE,1/28/2008,9958.61,3563.99,46308,217.597
Sweden,SE,1/29/2008,9946.72,3572.39,46197,217.981
Sweden,SE,1/30/2008,9918.55,3578.63,46691,218.247
Sweden,SE,1/31/2008,9932.74,3604.47,46713,218.651
Sweden,SE,2/1/2008,9917.9,3602.94,46296,218.965
Sweden,SE,2/2/2008,9900.1,3592.99,46141,219.999
Sweden,SE,2/3/2008,9846.1,3594.08,46238,220.706
Sweden,SE,2/4/2008,9845.53,3620.89,46128,220.88
Sweden,SE,2/5/2008,9868.42,3659.38,46105,221.621
Sweden,SE,2/6/2008,9814.3,3620.56,45905,222.37
Sweden,SE,2/7/2008,9827.98,3642.63,45804,222.891
Sweden,SE,2/8/2008,9810.13,3635.79,45531,223.276
Sweden,SE,2/9/2008,9786.09,3620.37,45519,222.803
Sweden,SE,2/10/2008,9747.06,3618.8,45355,222.752
Sweden,SE,2/11/2008,9778.95,3645.58,45300,222.695
Sweden,SE,2/12/2008,9816.28,3666.7,45085,222.76
Sweden,SE,2/13/2008,9783.03,3668.55,44614,223.28
Sweden,SE,2/14/2008,9743.07,3654.37,43965,223.377
Sweden,SE,2/15/2008,9676.3,3618.75,43190,223.7
Sweden,SE,2/16/2008,9515.25,3572.45,42604,223.796
Sweden,SE,2/17/2008,9439.39,3549.67,42652,223.457
Sweden,SE,2/18/2008,9476.47,3578.85,42674,223
Sweden,SE,2/19/2008,9526.51,3608.03,42641,222.59
Sweden,SE,2/20/2008,9592.11,3637.87,42855,221.793
Sweden,SE,2/21/2008,9657.68,3643.43,42703,221.108
Sweden,SE,2/22/2008,9659.96,3632.2,42478,220.893
Sweden,SE,2/23/2008,9724.42,3642.65,42694,220.304
Sweden,SE,2/24/2008,9698.66,3608.76,42613,219.42
Sweden,SE,2/25/2008,9766.78,3637.37,42555,219.433
Sweden,SE,2/26/2008,9852.88,3674.21,42461,219.057
Sweden,SE,2/27/2008,9854.35,3666.5,42092,218.161
Sweden,SE,2/28/2008,9924.3,3691.79,41900,217.657
Sweden,SE,2/29/2008,9941.56,3696.45,41740,216.911
Sweden,SE,3/1/2008,9928.05,3677.57,41802,216.206
Sweden,SE,3/2/2008,9894.22,3657.34,41864,215.506
Sweden,SE,3/3/2008,9904.61,3698.17,41844,214.289
Sweden,SE,3/4/2008,9981.54,3733.21,41639,213.474
Sweden,SE,3/5/2008,9988.86,3737.24,41501,212.943
Sweden,SE,3/6/2008,10018.7,3748.53,41433,212.574
Sweden,SE,3/7/2008,10042.7,3763.97,41425,211.759
Sweden,SE,3/8/2008,10014.3,3733.55,41446,211.363
Sweden,SE,3/9/2008,10019.8,3713.87,41622,210.732
Sweden,SE,3/10/2008,10070.7,3755.64,41429,211.025
Sweden,SE,3/11/2008,10071.4,3763.81,41189,211.044
Sweden,SE,3/12/2008,10021.4,3730.33,41007,210.94
Sweden,SE,3/13/2008,10013.8,3726.23,40996,210.988
Sweden,SE,3/14/2008,10029.6,3726.52,41254,210.87
Sweden,SE,3/15/2008,9989.82,3705.55,41738,210.615
Sweden,SE,3/16/2008,10003.7,3712.82,42063,210.601
Sweden,SE,3/17/2008,10099.6,3736.98,42277,210.744
Sweden,SE,3/18/2008,10163.6,3755.35,42346,210.925
Sweden,SE,3/19/2008,10156.9,3744.18,42118,210.993
Sweden,SE,3/20/2008,10135.3,3721.19,42026,211.227
Sweden,SE,3/21/2008,10018.1,3670.37,41658,211.23
Sweden,SE,3/22/2008,9971.34,3644.69,41363,211.305
Sweden,SE,3/23/2008,10003.4,3656.31,41410,211.31
Sweden,SE,3/24/2008,9938.2,3624.82,41253,211.438
Sweden,SE,3/25/2008,9958.39,3625.38,41269,211.388
Sweden,SE,3/26/2008,9974,3618.13,41405,211.807
Sweden,SE,3/27/2008,9977.38,3601.57,41540,211.944
Sweden,SE,3/28/2008,9976.89,3598.29,41787,212.693
Sweden,SE,3/29/2008,9901.9,3558.6,41770,212.782
Sweden,SE,3/30/2008,9894.99,3553.84,41710,213.331
Sweden,SE,3/31/2008,9933.31,3596.91,41696,213.523
Sweden,SE,4/1/2008,9999.47,3643.71,41565,213.958
Sweden,SE,4/2/2008,10045.7,3648.95,41451,215.014
Sweden,SE,4/3/2008,10091.4,3638.12,41259,215.338
Sweden,SE,4/4/2008,10104.3,3640.41,41244,215.489
Sweden,SE,4/5/2008,10076.4,3608.58,41023,214.864
Sweden,SE,4/6/2008,10100.7,3606.73,40889,215.304
Sweden,SE,4/7/2008,10172,3644.82,40771,215.588
Sweden,SE,4/8/2008,10161.3,3648.7,40692,215.641
Sweden,SE,4/9/2008,10153.1,3631.14,40723,215.648
Sweden,SE,4/10/2008,10150.1,3606.34,40709,215.573
Sweden,SE,4/11/2008,10171.1,3611.42,40535,215.373
Sweden,SE,4/12/2008,10131.4,3578.12,40368,215.138
Sweden,SE,4/13/2008,10085.8,3550.73,40303,215.541
Sweden,SE,4/14/2008,10133.4,3568.53,40052,216.048
Sweden,SE,4/15/2008,10143.4,3573.77,39728,216.014
Sweden,SE,4/16/2008,10199.4,3591.79,39613,216.236
Sweden,SE,4/17/2008,10181.5,3582.39,39297,216.22
Sweden,SE,4/18/2008,10210.3,3584.56,39180,216.053
Sweden,SE,4/19/2008,10198.1,3583.71,38789,215.781
Sweden,SE,4/20/2008,10279.8,3613.96,38447,215.622
Sweden,SE,4/21/2008,10351.2,3636.62,38294,215.459
Sweden,SE,4/22/2008,10388.7,3663.26,37950,215.72
Sweden,SE,4/23/2008,10466.2,3711.33,37718,215.912
Sweden,SE,4/24/2008,10531.8,3755.03,37120,216.403
Sweden,SE,4/25/2008,10530.2,3777.38,36555,216.669
Sweden,SE,4/26/2008,10531.7,3774.85,36126,216.95
Sweden,SE,4/27/2008,10550.9,3786.49,35756,216.381
Sweden,SE,4/28/2008,10626.9,3829.97,35681,216.569
Sweden,SE,4/29/2008,10713.1,3853.69,35625,216.698
Sweden,SE,4/30/2008,10748.9,3842.91,35210,216.181
Sweden,SE,5/1/2008,10723.3,3808.54,35171,215.67
Sweden,SE,5/2/2008,10689.2,3772.01,34919,214.964
Sweden,SE,5/3/2008,10638.3,3733.68,34529,214.731
Sweden,SE,5/4/2008,10656.7,3713.21,34163,215.163
Sweden,SE,5/5/2008,10709.2,3740.04,33976,215.172
Sweden,SE,5/6/2008,10730,3754.97,33835,214.881
Sweden,SE,5/7/2008,10729.7,3745.14,33671,214.632
Sweden,SE,5/8/2008,10853.6,3772.79,33218,214.994
Sweden,SE,5/9/2008,10875.9,3762.52,32880,215
Sweden,SE,5/10/2008,10904.3,3766.64,32561,214.98
Sweden,SE,5/11/2008,10925.8,3761.82,32414,215.235
Sweden,SE,5/12/2008,10993.7,3802.45,32236,214.982
Sweden,SE,5/13/2008,11040.7,3829.31,32210,214.723
Sweden,SE,5/14/2008,11064.7,3830.49,32258,214.828
Sweden,SE,5/15/2008,11073,3822.3,32236,215.441
Sweden,SE,5/16/2008,11032.8,3800.85,32142,215.644
Sweden,SE,5/17/2008,11037.7,3800.77,31980,215.529
Sweden,SE,5/18/2008,10952,3760.14,31956,215.556
Sweden,SE,5/19/2008,10976.9,3779.36,32036,216.029
Sweden,SE,5/20/2008,10966,3797.55,32053,216.5
Sweden,SE,5/21/2008,10932.6,3794.46,32065,216.845
Sweden,SE,5/22/2008,10863.2,3759.81,32007,217.107
Sweden,SE,5/23/2008,10876.3,3756.4,31752,217.248
Sweden,SE,5/24/2008,10820.6,3721.35,31732,217.081
Sweden,SE,5/25/2008,10811.9,3688.13,31737,216.833
Sweden,SE,5/26/2008,10787,3694.33,31675,216.37
Sweden,SE,5/27/2008,10808,3694.31,31606,216.671
Sweden,SE,5/28/2008,10784.1,3676.18,31360,216.659
Sweden,SE,5/29/2008,10771.8,3677.91,30999,216.425
Sweden,SE,5/30/2008,10750.2,3656.37,30862,217.028
Sweden,SE,5/31/2008,10770.2,3655.95,30234,217.14
Sweden,SE,6/1/2008,10794.2,3671.96,29997,216.886
Sweden,SE,6/2/2008,10816.7,3714.25,30119,216.373
Sweden,SE,6/3/2008,10832.3,3733.2,30201,215.91
Sweden,SE,6/4/2008,10834.1,3744.23,30125,216.62
Sweden,SE,6/5/2008,10840.7,3728.25,29874,216.799
Sweden,SE,6/6/2008,10803.1,3712.08,29578,217.026
Sweden,SE,6/7/2008,10730.5,3703.04,29485,217.135
Sweden,SE,6/8/2008,10705.2,3691.82,29433,216.914
Sweden,SE,6/9/2008,10631.8,3693.42,29587,217.32
Sweden,SE,6/10/2008,10650,3707.12,29565,217.629
Sweden,SE,6/11/2008,10633.6,3691.36,29602,218.351
Sweden,SE,6/12/2008,10611.2,3663.88,29389,218.254
Sweden,SE,6/13/2008,10590.3,3648.12,29176,217.767
Sweden,SE,6/14/2008,10562.5,3628.88,28999,216.31
Sweden,SE,6/15/2008,10543,3604.57,28948,215.494
Sweden,SE,6/16/2008,10539.7,3596.64,28954,215.654
Sweden,SE,6/17/2008,10572.1,3607.25,28949,215.971
Sweden,SE,6/18/2008,10576.9,3593.55,28493,215.892
Sweden,SE,6/19/2008,10573.3,3548.86,28503,215.746
Sweden,SE,6/20/2008,10580.8,3539.62,28339,215.594
Sweden,SE,6/21/2008,10606.9,3533.75,28411,214.77
Sweden,SE,6/22/2008,10581.6,3525.3,28552,214.09
Sweden,SE,6/23/2008,10587.3,3520.32,28940,214.063
Sweden,SE,6/24/2008,10563.2,3530.22,29170,214.028
Sweden,SE,6/25/2008,10562.1,3524.95,29311,214.03
Sweden,SE,6/26/2008,10553,3509.63,29432,214.328
Sweden,SE,6/27/2008,10546.1,3493.79,29589,213.994
Sweden,SE,6/28/2008,10511.3,3454.55,29794,213.568
Sweden,SE,6/29/2008,10529.7,3474.95,30019,211.266
Sweden,SE,6/30/2008,10529.8,3504.3,30497,208.569
Sweden,SE,7/1/2008,10549.5,3546.73,30828,206.067
Sweden,SE,7/2/2008,10571.7,3552.44,30946,203.87
Sweden,SE,7/3/2008,10583.8,3578.47,30949,201.418
Sweden,SE,7/4/2008,10616.2,3578,31109,198.686
Sweden,SE,7/5/2008,10631.2,3609.45,31247,196.457
Sweden,SE,7/6/2008,10599.2,3618.66,31575,194.049
Sweden,SE,7/7/2008,10610.4,3636.37,32005,191.386
Sweden,SE,7/8/2008,10622.8,3665.61,32465,188.551
Sweden,SE,7/9/2008,10668.7,3688.11,32449,186.028
Sweden,SE,7/10/2008,10752.3,3743.42,32683,183.454
Sweden,SE,7/11/2008,10768.9,3776.57,32755,180.563
Sweden,SE,7/12/2008,10772.9,3809.28,32635,178.084
Sweden,SE,7/13/2008,10742.1,3813.09,32729,175.566
Sweden,SE,7/14/2008,10769.2,3838.99,33009,172.974
Sweden,SE,7/15/2008,10810.4,3876.54,33199,170.592
Sweden,SE,7/16/2008,10847.8,3923.07,33320,167.583
Sweden,SE,7/17/2008,10902.8,3967.28,33339,164.906
Sweden,SE,7/18/2008,10920,3980.24,33813,163.235
Sweden,SE,7/19/2008,10936.9,4004.47,33771,160.803
Sweden,SE,7/20/2008,10932.5,4018.67,34143,158.192
Sweden,SE,7/21/2008,10942.9,4053.4,34346,155.908
Sweden,SE,7/22/2008,10998.7,4065.65,34472,154.204
Sweden,SE,7/23/2008,11038.1,4084.85,34246,151.647
Sweden,SE,7/24/2008,11099.3,4107.21,34036,149.082
Sweden,SE,7/25/2008,11149.4,4130.65,33757,146.666
Sweden,SE,7/26/2008,11178.7,4164.84,33547,143.996
Sweden,SE,7/27/2008,11182.1,4173.65,33423,141.869
Sweden,SE,7/28/2008,11216.1,4208.74,33521,139.827
Sweden,SE,7/29/2008,11196,4186.97,33529,139.757
Sweden,SE,7/30/2008,11258.6,4205.16,33508,139.861
Sweden,SE,7/31/2008,11241.8,4168.81,33550,140.138
Sweden,SE,8/1/2008,11215.3,4150.12,33454,139.977
Sweden,SE,8/2/2008,11243,4143.16,33535,139.999
Sweden,SE,8/3/2008,11185.6,4117.28,33713,139.476
Sweden,SE,8/4/2008,11180.5,4113.97,34182,139.435
Sweden,SE,8/5/2008,11223.8,4145.27,34483,139.211
Sweden,SE,8/6/2008,11235.2,4164.02,34584,139.453
Sweden,SE,8/7/2008,11262.8,4159.12,34492,139.339
Sweden,SE,8/8/2008,11270,4133.5,34592,139.36
Sweden,SE,8/9/2008,11250.6,4103.85,34736,139.421
Sweden,SE,8/10/2008,11287.3,4087,34865,139.114
Sweden,SE,8/11/2008,11329.6,4085.78,35282,139.391
Sweden,SE,8/12/2008,11438.6,4132.68,35526,139.444
Sweden,SE,8/13/2008,11433,4141.1,35722,140.05
Sweden,SE,8/14/2008,11469.1,4159.62,35849,139.882
Sweden,SE,8/15/2008,11531.7,4206.87,35963,140.542
Sweden,SE,8/16/2008,11578.6,4192.57,36010,140.63
Sweden,SE,8/17/2008,11579.3,4196.23,36244,140.492
Sweden,SE,8/18/2008,11661,4247.28,36658,140.723
Sweden,SE,8/19/2008,11742.2,4284.54,36759,141.012
Sweden,SE,8/20/2008,11782.7,4313.71,36893,141.402
Sweden,SE,8/21/2008,11857.6,4373.23,37139,141.187
Sweden,SE,8/22/2008,11920.9,4436.59,37559,141.571
Sweden,SE,8/23/2008,11984.1,4460.47,37976,141.232
Sweden,SE,8/24/2008,11988.1,4475.57,38383,141.094
Sweden,SE,8/25/2008,12040.7,4516.79,38863,140.524
Sweden,SE,8/26/2008,12104.1,4577.03,39362,140.446
Sweden,SE,8/27/2008,12147.7,4637.67,39675,140.472
Sweden,SE,8/28/2008,12202.5,4684.5,39895,140.075
Sweden,SE,8/29/2008,12205.1,4709.71,40113,140.333
Sweden,SE,8/30/2008,12253.1,4727.61,39985,139.978
Sweden,SE,8/31/2008,12299.6,4742.02,40412,139.782
Sweden,SE,9/1/2008,12436.8,4829.72,40893,139.775
Sweden,SE,9/2/2008,12552.1,4917.7,41150,140.458
Sweden,SE,9/3/2008,12643.4,4989.81,41102,140.493
Sweden,SE,9/4/2008,12731.6,5032.95,40988,141.057
Sweden,SE,9/5/2008,12837.7,5098.21,40934,141.402
Sweden,SE,9/6/2008,12888.8,5152.29,41060,141.314
Sweden,SE,9/7/2008,12941.5,5200.95,41454,141.535
Sweden,SE,9/8/2008,13017.6,5278.43,41818,141.811
Sweden,SE,9/9/2008,13040.9,5335.26,42092,142.167
Sweden,SE,9/10/2008,13145.5,5429.16,42219,142.144
Sweden,SE,9/11/2008,13173.2,5490.88,42344,142.724
Sweden,SE,9/12/2008,13297.2,5557.48,42485,142.628
Sweden,SE,9/13/2008,13337.1,5598.72,42642,142.562
Sweden,SE,9/14/2008,13307,5562.78,42855,142.604
Sweden,SE,9/15/2008,13319.7,5617.43,43487,142.551
Sweden,SE,9/16/2008,13374.3,5660.91,43782,142.534
Sweden,SE,9/17/2008,13387.7,5686.36,43771,142.573
Sweden,SE,9/18/2008,13423.3,5728.89,43782,142.771
Sweden,SE,9/19/2008,13476.4,5752.79,43890,142.728
Sweden,SE,9/20/2008,13452.7,5748.86,43848,142.658
Sweden,SE,9/21/2008,13436.4,5738.76,43888,142.193
Sweden,SE,9/22/2008,13354.7,5744.13,44014,142.321
Sweden,SE,9/23/2008,13412.2,5779.02,44322,142.695
Sweden,SE,9/24/2008,13445.5,5821.94,44429,143.2
Sweden,SE,9/25/2008,13453.3,5819.54,44257,143.211
Sweden,SE,9/26/2008,13465.6,5809.53,44174,143.316
Sweden,SE,9/27/2008,13445,5797.91,44025,143.351
Sweden,SE,9/28/2008,13453.3,5782.06,44039,143.169
Sweden,SE,9/29/2008,13480,5806.16,44218,143.413
Sweden,SE,9/30/2008,13490.9,5845.36,44111,143.629
Sweden,SE,10/1/2008,13367.2,5802.14,44043,143.82
Sweden,SE,10/2/2008,13327.6,5785.32,43932,143.498
Sweden,SE,10/3/2008,13292.9,5754.79,43783,143.414
